,topic,value,topic_name,header_id,header_eintrag
267,6.0,0.09503785140852938,Entertainment?,C1_facs_234_tr_1700431878,Boskowitz (Jaroslaw von)
268,3.0,0.09595753271680135,Culture / Theater?,C1_facs_235_tr_1700432556,Botanische Gärten.
269,6.0,0.04870159111734634,Entertainment?,C1_facs_236_tr_1700430204,Braida (Graf).
270,3.0,0.03260241496757574,Culture / Theater?,C1_facs_236_tr_1700430208,Brandmarke.
271,1.0,0.06758287837146727,Buildings,C1_facs_237_tr_1700431500,Brandstätte (Die)
272,3.0,0.08694173190105266,Culture / Theater?,C1_facs_237_tr_1700431499,Brandbersicherungs=Anstalten.
273,6.0,0.13061855464004027,Entertainment?,C1_facs_238_tr_1700430749,Branntwein.
274,1.0,0.10833467895388126,Buildings,C1_facs_239_tr_1700430978,Braulikische Haus (Das
275,7.0,0.25988973349673317,Military? Bastions?,C1_facs_239_tr_1700430983,Braunbastei.
276,5.0,0.08811780724042192,Suburbia,C1_facs_240_tr_1700431290,Braunhirschen.
277,3.0,0.051246907668405006,Culture / Theater?,C1_facs_240_tr_1700431281,Brautleute=Zug (Der).
278,3.0,0.12369674013963182,Culture / Theater?,C1_facs_240_tr_1700431289,Brab (Hans).
279,9.0,0.1417564883135273,Paintigs (Art),C1_facs_241_tr_1700429313,Breitenfeld.
280,4.0,0.11312721551930974,Religion,C1_facs_242_tr_1700432351,Breitenfurt.
281,5.0,0.1528664728459924,Suburbia,C1_facs_243_tr_1700430883,Breitensee.
282,1.0,0.21861421727607888,Buildings,C1_facs_243_tr_1700430881,Breiten Stein (Haus zum).
283,2.0,0.10870124299208817,Culture,C1_facs_244_tr_1700432520,Brenner.
284,8.0,0.05391285425158675,Suburbia,C1_facs_244_tr_1700432515,Bretze (Zur rothen).
285,1.0,0.1801974401959002,Buildings,C1_facs_245_tr_1701613340,Bretzeneck.
286,0.0,0.06353362988802343,Courtly matters,C1_facs_245_tr_1701613337,Breuner (Friedrich Philipp Graf v.)
287,1.0,0.05986835281562341,Buildings,C1_facs_245_tr_1701613344,Breunerstraße (Obere und Untere).
288,5.0,0.22597084189551,Suburbia,C1_facs_246_tr_1700430536,Briel (Die oder Der
289,5.0,0.0822009527291495,Suburbia,C1_facs_248_tr_1700430487,Brigittenau (Die).
290,2.0,0.1566739608626718,Culture,C1_facs_250_tr_1700429587,"Brockmann (Franz, Carl u. Therese)"
291,6.0,0.07084615171948357,Entertainment?,C1_facs_252_tr_1700431377,"Brot (Das größte) und der kleinste
Stein am St. Stephansdome."
292,0.0,0.0710782403291232,Courtly matters,C1_facs_252_tr_1700431368,"Brovne (Graf Georg),"
293,5.0,0.23477372010774483,Suburbia,C1_facs_252_tr_1700431371,Bruck (an der Leitha)
294,6.0,0.10247377969387494,Entertainment?,C1_facs_254_tr_1700429670,"Bruckbierhaus (Das) nächst der vor=
maligen Schlagbrücke."
295,6.0,0.16115838815486716,Entertainment?,C1_facs_255_tr_1700430926,Vrücken.
296,6.0,0.08138169695329088,Entertainment?,C1_facs_258_tr_1700431219,Brunehilden=Sage.
297,4.0,0.12655555031669222,Religion,C1_facs_259_tr_1700429935,Brunn am Gebirge.
298,1.0,0.06002390546023548,Buildings,C1_facs_262_tr_1700429617,Brunnengäßchen (Das
299,7.0,0.08583365549913553,Military? Bastions?,C1_facs_262_tr_1700429622,Brunnen (Der) in der Burg.
300,8.0,0.05505602114253723,Suburbia,C1_facs_263_tr_1700429966,Brunnen in der Josephstadt.
301,9.0,0.07421032315032193,Paintigs (Art),C1_facs_263_tr_1700429959,Brunnenhäuschen (Das)
302,9.0,0.291790909305256,Paintigs (Art),C1_facs_264_tr_1700431063,Brüßeler Vogelschießen (Das)
303,0.0,0.07183598726193786,Courtly matters,C1_facs_264_tr_1700431058,Buchdruckerkunst.
304,1.0,0.08195156951352305,Buildings,C1_facs_265_tr_1700432115,"Bucquoi'sches Haus GGraf Glreoirg
von)."
305,7.0,0.17998175605570654,Military? Bastions?,C1_facs_265_tr_1700432112,Burg (K. K.).
306,7.0,0.2954764024315108,Military? Bastions?,C1_facs_268_tr_1700432007,Burgbastei (Die)
307,4.0,0.03048590543155662,Religion,C1_facs_269_tr_1700432207,"Bürgermeister (Erster) der Stadt
Wien."
308,7.0,0.13429010016739268,Military? Bastions?,C1_facs_269_tr_1700432204,Bürgermiliz.
309,7.0,0.11389999668032759,Military? Bastions?,C1_facs_272_tr_1700432072,"Bürgerspitals=Gebäude (in der
Stadt)."
310,7.0,0.10906415907006219,Military? Bastions?,C1_facs_274_tr_1700432399,"Bürger=Versorgungs=Anstalt
zu St. Marx."
311,6.0,0.03668582802234893,Entertainment?,C1_facs_276_tr_1700429385,"Burggraf (Der verwünschte) zu El=
bogen."
312,2.0,0.124000926397827,Culture,C1_facs_277_tr_1700432192,Burghuber.
313,5.0,0.07691257562229888,Suburbia,C1_facs_277_tr_1700432188,Burkersdorf (Purkersdorf
314,2.0,0.2717725247788139,Culture,C1_facs_278_tr_1700430262,Bürleske (Die)
315,0.0,0.05778698251334048,Courtly matters,C1_facs_282_tr_1700430715,Burschenschaft.
316,1.0,0.10392600279812482,Buildings,C1_facs_283_tr_1700430997,Bürfte (Die schwarze und die weiße)
317,4.0,0.08964965388427568,Religion,C1_facs_283_tr_1700430992,"Büßerinnen=Haus bei St. Hie=
ronh mits."
318,4.0,0.047578464749739875,Religion,C1_facs_285_tr_1700430421,Buß=Prozession.
319,2.0,0.09572059243143952,Culture,C1_facs_285_tr_1700430419,Butenoß (Heinrich
320,6.0,0.15632107386497784,Entertainment?,C1_facs_285_tr_1700430415,Buxbaum (Hanns
321,2.0,0.0534655507460677,Culture,C1_facs_287_region_1700262870365_1626,Sachucha.
322,4.0,0.08566252083848702,Religion,C1_facs_287_region_1700262929372_1646,Cajetaner (Die) auf der hohen Brücke.
323,6.0,0.08839172714828099,Entertainment?,C1_facs_287_region_1700262980255_1668,Calbol (Lord).
324,6.0,0.03854605590725523,Entertainment?,C1_facs_288_region_1700263193221_1750,Camaldülenser=Kloster.
325,6.0,0.09593640721764563,Entertainment?,C1_facs_289_region_1700264015273_1798,Cameradschaft (Literärische)
326,2.0,0.20049005351773497,Culture,C1_facs_289_region_1700264188342_1838,Campi (Antonia).
327,9.0,0.0692691888676439,Paintigs (Art),C1_facs_290_region_1700295335048_37,Canal (Der Wiener Neustädter)
328,4.0,0.10510053258931626,Religion,C1_facs_291_region_1700295484525_96,Gandianische Mutter Gottes.
329,6.0,0.07059609395347433,Entertainment?,C1_facs_291_region_1700295558679_120,"Ganter (der zehnjährige Doctor der
Rechte)"
330,4.0,0.14076414064268933,Religion,C1_facs_292_tr_1700322689,"Capelle (des heil. Blutes zu Kor=
neuburg)."
331,4.0,0.08151463888957658,Religion,C1_facs_293_tr_1700322596,Gapellen.
332,7.0,0.07666536324052359,Military? Bastions?,C1_facs_296_tr_1700431407,Capistran.
333,2.0,0.04621693292641101,Culture,C1_facs_298_tr_1700431725,Capitano.
334,0.0,0.0,Courtly matters,C1_facs_298_tr_1700431722,Capuziner.
335,4.0,0.10080976923737205,Religion,C1_facs_298_tr_1700431728,1. Kirche und Kloster zu St. Ulrich.
336,4.0,0.12321054178758419,Religion,C1_facs_299_tr_1700431827,2. Kirche und Kloster in der Stadt.
337,6.0,0.10706730319108293,Entertainment?,C1_facs_300_tr_1700430488,Capzuzinerquelle bei Und.
338,2.0,0.25789780031455467,Culture,C1_facs_301_tr_1700429772,Garl (Schauspieler und Theater=
339,0.0,0.05956608377548291,Courtly matters,C1_facs_303_tr_1700432278,Garl V.
340,9.0,0.10875410512055282,Paintigs (Art),C1_facs_304_tr_1700430383,Gaul der Kühne.
341,4.0,0.14562303694324696,Religion,C1_facs_304_tr_1700430386,Gaulskirche.
342,3.0,0.06071054085983158,Culture / Theater?,C1_facs_306_tr_1700432137,Garlsschule.
343,4.0,0.19828177679142103,Religion,C1_facs_307_tr_1700429911,Garmeliter (auf der Laimgrube).
344,1.0,0.12870508423898616,Buildings,C1_facs_308_tr_1700431066,Garmeliterhaus (Das
345,4.0,0.2154541554062601,Religion,C1_facs_308_tr_1700431068,Garmeliter in der Leopoldstadt.
346,4.0,0.1126758214812202,Religion,C1_facs_311_tr_1700432043,Carmeliterinnen in der Stadt (Die
347,3.0,0.07947728233937243,Culture / Theater?,C1_facs_313_tr_1700431950,Carolinenstift.
348,7.0,0.05798025220748679,Military? Bastions?,C1_facs_313_tr_1700431946,Carolinenthor.
349,3.0,0.14968201263556907,Culture / Theater?,C1_facs_313_tr_1700431948,Garolinischer Pallast.
350,9.0,0.04845487118004108,Paintigs (Art),C1_facs_314_tr_1700430055,Carolinische Triumphpforte.
351,7.0,0.052751228447964885,Military? Bastions?,C1_facs_315_tr_1700432195,Carossen.
352,8.0,0.12497458830242647,Suburbia,C1_facs_315_tr_1700432192,Casernen.
353,5.0,0.06478866651741519,Suburbia,C1_facs_317_tr_1700430285,Casinos.
354,3.0,0.17806780634949962,Culture / Theater?,C1_facs_317_tr_1700430282,Gastelli's Dosen=Sammlung.
355,7.0,0.08332298162160374,Military? Bastions?,C1_facs_318_tr_1700432561,Castriota.
356,6.0,0.046020928478579165,Entertainment?,C1_facs_319_tr_1701613177,Catalogus Catalogorum.
357,6.0,0.12287723664292084,Entertainment?,C1_facs_319_tr_1701613179,Cavalier (Wiener) vor 89d Jahren.
358,8.0,0.04265017038643668,Suburbia,C1_facs_321_tr_1700431778,"Cavallerie=Corps (Erstes städ=
tisches)"
359,6.0,0.09679168080659913,Entertainment?,C1_facs_321_tr_1700431779,Geltes (Konrad).
360,6.0,0.14471594264183113,Entertainment?,C1_facs_322_tr_1700431511,Champagnerwein (Jnländischer)
361,1.0,0.07127965612556389,Buildings,C1_facs_324_tr_1700431183,Chaossche Stiftung.
362,3.0,0.09113015851908188,Culture / Theater?,C1_facs_324_tr_1700431189,Ora et labora
363,3.0,0.09877307128027284,Culture / Theater?,C1_facs_325_tr_1700430530,Charakterbüsten.
364,9.0,0.05345475968546647,Paintigs (Art),C1_facs_325_tr_1700430531,"Chemisches Laboratorium der
Universität."
365,8.0,0.04530767328921322,Suburbia,C1_facs_326_tr_1700432502,Cholera.
366,1.0,0.1013270907749728,Buildings,C1_facs_326_tr_1700432500,Chorherrnhof.
367,8.0,0.025444085647886236,Suburbia,C1_facs_326_tr_1700432506,Hoo fao eb vives.
368,9.0,0.18936120407527984,Paintigs (Art),C1_facs_327_tr_1700431261,Christinen=Denkmal.
369,9.0,0.043866769007597804,Paintigs (Art),C1_facs_327_tr_1700431267,Maria Christina Austriaca.
370,1.0,0.08397401812215027,Buildings,C1_facs_327_tr_1700431264,Christoph (Zum großen)
371,6.0,0.08458486335396384,Entertainment?,C1_facs_328_tr_1700431383,"Christusbild (mit der Kugel zu
Hadersdorf)."
372,3.0,0.16768253135947636,Culture / Theater?,C1_facs_328_tr_1700431385,"Civil=Mädchen=Pensionat
K. K)"
373,4.0,0.08467396577797966,Religion,C1_facs_330_tr_1700429744,"Glara=Kloster (nächst dem Kärnt=
nerthore)"
374,1.0,0.06621799780353131,Buildings,C1_facs_331_tr_1700430580,Glary'sche (Fürstl.) Pallast.
375,0.0,0.055337144135247644,Courtly matters,C1_facs_331_tr_1700430581,Glaudia Felicitas.
376,6.0,0.07194200615682143,Entertainment?,C1_facs_333_tr_1700431829,Glement (Franz).
377,0.0,0.15418685835835788,Courtly matters,C1_facs_333_tr_1700431827,Glesel (Melchior)
378,5.0,0.19402776649415107,Suburbia,C1_facs_336_tr_1700431044,"Cobenzl=Berg,"
379,0.0,0.0,Courtly matters,C1_facs_336_tr_1700431047,"Coburg=Kohary sche=Pallast
(Der"
380,6.0,0.061418322671253564,Entertainment?,C1_facs_336_tr_1700431055,"G Ou
(Die Ritter Carl, Gerhard und Lud=
wig von)."
381,1.0,0.09734320343724695,Buildings,C1_facs_338_tr_1700430588,"Collälto'sche Fideicommißhaus
Graf)."
382,2.0,0.055147984311294355,Culture,C1_facs_338_tr_1700430583,"Collin, fl. (Heinr. Jos. von)"
383,1.0,0.0910385035952916,Buildings,C1_facs_339_tr_1700430473,"Colloredo=Mannsfeldischer
Pallast (Fürstl.)"
384,6.0,0.0807961880458887,Entertainment?,C1_facs_339_tr_1700430476,Colomann.
385,6.0,0.06044397555131747,Entertainment?,C1_facs_341_tr_1700430405,Colomann's Diener.
386,6.0,0.05132081539950956,Entertainment?,C1_facs_341_tr_1700430403,Colomann's Kerker.
387,6.0,0.07041916778413,Entertainment?,C1_facs_341_tr_1700430402,"Colomanns=Kirche und Lei=
chenhof."
388,6.0,0.06010715825214356,Entertainment?,C1_facs_342_tr_1700431761,Colomannsstein.
389,6.0,0.07560848198088352,Entertainment?,C1_facs_342_tr_1700431765,Communicant (Der unwürdige)
390,0.0,0.1652518744237345,Courtly matters,C1_facs_343_tr_1700432465,Congresse.
391,3.0,0.12086863708596046,Culture / Theater?,C1_facs_344_tr_1700429457,Conservatorium der Musik.
392,6.0,0.06456150867854206,Entertainment?,C1_facs_345_tr_1700432095,Consumo=Zettel.
393,6.0,0.05221264718073507,Entertainment?,C1_facs_346_tr_1700429710,Contvolorgang (Der
394,0.0,0.0,Courtly matters,C1_facs_346_tr_1700429723,Convicte.
395,3.0,0.11932429319458394,Culture / Theater?,C1_facs_346_tr_1700429722,I. Löwenburgisches Convict.
396,6.0,0.0730950187243946,Entertainment?,C1_facs_348_tr_1700431544,G.
397,1.0,0.06357765952646449,Buildings,C1_facs_349_tr_1700431964,Griminalgerichtsgebäude.
398,6.0,0.05613818964090257,Entertainment?,C1_facs_350_tr_1700431642,Grucifix.
399,0.0,0.06256862198461675,Courtly matters,C1_facs_350_tr_1700431648,Grucisix (Ferdinandinisches).
400,4.0,0.05460199713214673,Religion,C1_facs_351_tr_1700431884,Crucisix (Großes) bei den Trinita=
401,4.0,0.06644578947028093,Religion,C1_facs_351_tr_1700431880,Cunigunde (Die Heilige)
402,1.0,0.10009471830589668,Buildings,C1_facs_352_tr_1700429305,Guratenhaus (Cur= oder Kurhaus).
403,0.0,0.06716955529381548,Courtly matters,C1_facs_353_tr_1700429351,Cuspinian's Grabmal
404,6.0,0.0876875249326772,Entertainment?,C1_facs_353_tr_1700429353,Czernak (Georg)
405,3.0,0.13505879025100292,Culture / Theater?,C1_facs_354_tr_1700430859,"Czerninische (Gräflich) Pallast und
Gemäldesammlung."
406,6.0,0.10345720906379385,Entertainment?,C1_facs_355_tr_1700429599,Czygraiischer Rechtshandel.
407,7.0,0.07012668228978551,Military? Bastions?,C1_facs_356_tr_1700322706,Dach (von St. Stephan)
408,1.0,0.10174675968247524,Buildings,C1_facs_356_tr_1700322707,Dachl (Zum)
409,8.0,0.08509144634260106,Suburbia,C1_facs_356_tr_1700322703,Dachrinnen.
410,9.0,0.057588589235810554,Paintigs (Art),C1_facs_357_tr_1700322507,Dallinger v. Dalling (Joh.)
411,6.0,0.07800854735406702,Entertainment?,C1_facs_357_tr_1700322511,Damen.
412,3.0,0.08430133020515833,Culture / Theater?,C1_facs_358_tr_1700322425,Damenstift (Savoien'sches)
413,1.0,0.07506944428219864,Buildings,C1_facs_358_tr_1700322424,Dämpfingerhof.
414,9.0,0.05865655105541163,Paintigs (Art),C1_facs_358_tr_1700322429,"Dampf=Getreide=Mahlmühle
(in Wien)"
415,6.0,0.060056827564804016,Entertainment?,C1_facs_359_tr_1700322699,Dange (Die) Titian's.
416,1.0,0.19141212233896365,Buildings,C1_facs_359_tr_1700322698,Darwarhof.
417,3.0,0.022795696161805358,Culture / Theater?,C1_facs_360_tr_1700322648,Daumen (Der) des h. Augustinus.
418,6.0,0.10608491852248671,Entertainment?,C1_facs_360_tr_1700322652,Daumlange Hausel.
419,0.0,0.056201992210546656,Courtly matters,C1_facs_361_tr_1700322536,Daunische Grabmäler.
420,1.0,0.10355950961350578,Buildings,C1_facs_361_tr_1700322537,Deficienten=Haus (Priester=)
421,6.0,0.06620760926928652,Entertainment?,C1_facs_362_tr_1700322809,De Ligne'sche (Prinz) Haus.
422,0.0,0.08821957106284767,Courtly matters,C1_facs_362_tr_1700322813,Denis (Michael)
423,7.0,0.08863648873995136,Military? Bastions?,C1_facs_363_tr_1700322849,Denksäule (bei Schwechat)
424,0.0,0.11116302254992129,Courtly matters,C1_facs_363_tr_1700322848,Deutsches Haus.
425,9.0,0.14032189327371977,Paintigs (Art),C1_facs_364_tr_1700322669,Dianabad (Das
426,0.0,0.07486116558580963,Courtly matters,C1_facs_365_tr_1700322744,Diana=Gesellschaft.
427,0.0,0.08979252891782209,Courtly matters,C1_facs_366_tr_1700322603,Dichter=Krönung.
428,6.0,0.058322363228574564,Entertainment?,C1_facs_366_tr_1700322607,Dieb (Der gehängte).
429,1.0,0.06742997367508337,Buildings,C1_facs_366_tr_1700322605,Diebsschergenhaus.
430,6.0,0.060954897566354097,Entertainment?,C1_facs_367_tr_1700429345,Dietrich der Reiche.
431,5.0,0.11194669880204709,Suburbia,C1_facs_368_tr_1700429753,Dietrichsteinische Gärten.
432,2.0,0.1863835990373209,Culture,C1_facs_369_tr_1700432637,Ditters (Carl)
433,5.0,0.1638130085218015,Suburbia,C1_facs_370_tr_1700430617,Döbling.
434,0.0,0.12660806094985158,Courtly matters,C1_facs_371_tr_1700431730,Doczi (Urban)
435,1.0,0.15456601537409748,Buildings,C1_facs_371_tr_1700431731,Domherrnhof.
436,7.0,0.26600746327471625,Military? Bastions?,C1_facs_371_tr_1700431734,Dominikaner=Bastei.
437,4.0,0.12935221983789083,Religion,C1_facs_372_tr_1700430758,Dominikaner=Kirche u. Kloster.
438,7.0,0.12734681484568347,Military? Bastions?,C1_facs_373_tr_1700430636,"Dominikaner=Mühle (zu Gum=
pendorf)."
439,0.0,0.0,Courtly matters,C1_facs_373_tr_1700430638,"Anno 1683 bey türkischen Einfall verwüstetes
Haus."
440,4.0,0.03424033527346646,Religion,C1_facs_373_tr_1700430637,Anno 1680 wiederum renovirt.
441,1.0,0.09120423095045758,Buildings,C1_facs_373_tr_1700430630,Domprobsthof (von St. Stephan)
442,7.0,0.09581598927188362,Military? Bastions?,C1_facs_373_tr_1700430631,Donaubrücken.
443,5.0,0.1932193683841794,Suburbia,C1_facs_376_tr_1700431225,Dornbach.
444,1.0,0.08686406558237435,Buildings,C1_facs_380_tr_1700431403,Dorotheergasse.
445,4.0,0.13247483867011292,Religion,C1_facs_381_tr_1700432213,Dorotheerkirche und Kloster.
446,9.0,0.3164019015740096,Paintigs (Art),C1_facs_382_tr_1700430924,Dosso Dossi.
447,1.0,0.09026943230778009,Buildings,C1_facs_382_tr_1700430918,Drachengäßchen.
448,6.0,0.12012072448076838,Entertainment?,C1_facs_382_tr_1700430928,Drahtbinder (Slowakische)
449,2.0,0.23515231982077034,Culture,C1_facs_383_tr_1700432431,Drechsler (Joseph
450,1.0,0.0920292841972393,Buildings,C1_facs_384_tr_1700430861,Dreifaltigkeitshof (am Kienmarkt)
451,6.0,0.11690319324738721,Entertainment?,C1_facs_384_tr_1700430859,Dreifaltigkeitssäule (am Graben)
452,6.0,0.06564785210697303,Entertainment?,C1_facs_386_tr_1700432344,telberg).
453,8.0,0.03939971180418926,Suburbia,C1_facs_386_tr_1700432338,"Dreifaltigkeits=Säule (nächst der
St. Ulrichskirche)"
454,4.0,0.10050833631241154,Religion,C1_facs_387_tr_1700430241,Dreifaltigkeits=Spital.
455,8.0,0.039134041439629196,Suburbia,C1_facs_387_tr_1700430240,Drei Hufeisen (Haus zu den).
456,9.0,0.07029171825449129,Paintigs (Art),C1_facs_387_tr_1700430239,Dreihündel=Thurm.
457,6.0,0.07932424836000243,Entertainment?,C1_facs_388_tr_1700429291,Ebersberg (Jos. Sigm.)
458,5.0,0.17316269438467696,Suburbia,C1_facs_388_tr_1700429290,Ebersdorf.
459,5.0,0.1166249628272001,Suburbia,C1_facs_391_tr_1700430334,Ebreichsdorf
460,1.0,0.059347642305308854,Buildings,C1_facs_391_tr_1700430333,Eck (Das Haus zum scharfen
461,6.0,0.1300258791641851,Entertainment?,C1_facs_391_tr_1700430335,Giermarkt (auf der Seilerstätte).
462,1.0,0.07205988389243755,Buildings,C1_facs_393_tr_1700430675,Einhorn (Zum goldenen).
463,1.0,0.08841184205913175,Buildings,C1_facs_394_tr_1700429801,Einsiedelei (nächst Ober St. Veit)
464,0.0,0.08781444650840237,Courtly matters,C1_facs_394_tr_1700429795,Gisenbuch (Das
465,5.0,0.12118693754828987,Suburbia,C1_facs_395_tr_1700429288,Eisenstadt.
466,0.0,0.05776088899170573,Courtly matters,C1_facs_396_tr_1700431627,Giferne Krone.
467,5.0,0.16499011421431586,Suburbia,C1_facs_397_tr_1700432532,Gisgrub.
468,7.0,0.1457537061862106,Military? Bastions?,C1_facs_398_tr_1700431734,Glend (Jn). Glendbastei.
469,0.0,0.06723407079243762,Courtly matters,C1_facs_398_tr_1700431736,Gleonore (von Mantua).
470,0.0,0.08914616442923999,Courtly matters,C1_facs_398_tr_1700431740,"Gleonore (Magdalene Theresia) von
der Pfalz."
471,0.0,0.12004617100799056,Courtly matters,C1_facs_399_tr_1700431595,Gleonove (von Portugal).
472,1.0,0.07201683231590142,Buildings,C1_facs_400_tr_1700431816,Glephantenhaus.
473,4.0,0.13755509702010377,Religion,C1_facs_400_tr_1700431820,"Glisabethinerinnen=Kloster
und Spital."
474,0.0,0.08923751354740629,Courtly matters,C1_facs_402_tr_1700429429,Glisabeth (von Kärnten)
475,0.0,0.10316621055617578,Courtly matters,C1_facs_402_tr_1700429430,Glisabeth (von Osterreich
476,0.0,0.12082289324858632,Courtly matters,C1_facs_403_tr_1700430043,Glisabeth (von Ungarn)
477,0.0,0.08216561338529446,Courtly matters,C1_facs_403_tr_1700430050,"Glisabeth (Wilhelmine Ludovica) von
Würtemberg"
478,1.0,0.0776476595014814,Buildings,C1_facs_404_tr_1700432565,Engel (Das Haus zum goldenen
479,0.0,0.04147692692515768,Courtly matters,C1_facs_404_tr_1700432567,Gnnenkl (Joh.)
480,0.0,0.05658182165663655,Courtly matters,C1_facs_404_tr_1700432571,Erdbeben.
481,0.0,0.06356479193807597,Courtly matters,C1_facs_405_tr_1700430142,Grbmünzmeister.
482,8.0,0.1435669360162275,Suburbia,C1_facs_405_tr_1700430138,Erdberg.
483,6.0,0.07679117366631474,Entertainment?,C1_facs_407_tr_1700429402,"Eremiten (in Wien's Umgebung und
in Osterreich)."
484,5.0,0.11148495946101787,Suburbia,C1_facs_408_tr_1700431530,Gela.
485,0.0,0.12501653449765193,Courtly matters,C1_facs_409_tr_1700432116,"Gunst (der Tapfere),"
486,1.0,0.14764904780985277,Buildings,C1_facs_409_tr_1700432120,Grtl'sches Stiftungshaus
487,6.0,0.03372088369163204,Entertainment?,C1_facs_409_tr_1700432117,Ertränken.
488,0.0,0.036470524337024676,Courtly matters,C1_facs_410_tr_1700430014,Erzherzogshut von Osterreich.
489,6.0,0.11945582082965328,Entertainment?,C1_facs_410_tr_1700430020,Efel in der Wiege (Haus zum).
490,7.0,0.09677134160667102,Military? Bastions?,C1_facs_411_tr_1700429445,Efelritt (zu Hernals).
491,1.0,0.14397966044020255,Buildings,C1_facs_412_tr_1700432038,Eslorhaus.
492,1.0,0.10608342539822473,Buildings,C1_facs_412_tr_1700432032,"Esterhazyische (Gräflich Valentin
Haus."
493,3.0,0.09936198659527137,Culture / Theater?,C1_facs_413_tr_1700431099,Esterhazh'sche Bibliothek.
494,3.0,0.23223966164295712,Culture / Theater?,C1_facs_413_tr_1700431098,"Esterhazy'sche Bilder= und Ku=
pferstich=Sammlung."
495,3.0,0.21236363129370117,Culture / Theater?,C1_facs_414_tr_1700431676,"Esterhazh'sche Mineralien= und
Conchhlien=Sammlung."
496,1.0,0.03790328797467786,Buildings,C1_facs_414_tr_1700431669,Esterhazy'scher (Fürstl.) Pallast.
497,0.0,0.08475633713567732,Courtly matters,C1_facs_416_tr_1700430459,Faber (Johann)
498,6.0,0.048255538548454734,Entertainment?,C1_facs_416_tr_1700430456,Faber (Joseph).
499,0.0,0.049715985229971366,Courtly matters,C1_facs_417_tr_1701613157,Facultät der Poesie (Die).
500,0.0,0.10265037122180179,Courtly matters,C1_facs_417_tr_1701613162,"Fahnenschwingen (auf dem Knopfe
des Stephansthurmes)"
501,0.0,0.0417180873677646,Courtly matters,C1_facs_418_tr_1700431611,Falkenstein (Graf von)
502,1.0,0.06406176498746381,Buildings,C1_facs_419_tr_1700430044,Fähndrichhof.
503,6.0,0.18389841489267417,Entertainment?,C1_facs_419_tr_1700430035,Faschingskrapfen.
504,5.0,0.07743146277848742,Suburbia,C1_facs_421_tr_1700430297,Favoriten (Die kaiserlichen)
505,1.0,0.11922078977546656,Buildings,C1_facs_424_tr_1700431743,Federlhof und sein Thurm (Der)
506,6.0,0.10501004723671051,Entertainment?,C1_facs_424_tr_1700431748,"Päti eb abstinere ot sapere, a Deo sunt
1414."
507,6.0,0.057417292533952384,Entertainment?,C1_facs_425_tr_1700431415,Felfenkeller (De | )
508,6.0,0.14568571563259372,Entertainment?,C1_facs_425_tr_1700431418,"Fenstergucker (Der) am Kärntner=
thore."
509,5.0,0.0690840674470145,Suburbia,C1_facs_427_tr_1700432216,"Ferdinand=Marien=Bade= und
Schwimmanstalt."
510,8.0,0.07281839216227137,Suburbia,C1_facs_428_tr_1700431694,Ferdinands=Wafferleitung.
511,6.0,0.05262087220562958,Entertainment?,C1_facs_428_tr_1700431696,Feuerlösch=Anstalten (Die)
512,8.0,0.15649794229133984,Suburbia,C1_facs_429_tr_1700431504,Feuersbrünfte.
513,6.0,0.09570123401429505,Entertainment?,C1_facs_430_tr_1700432549,Fiaker.
514,1.0,0.08862860354849443,Buildings,C1_facs_431_tr_1700430844,Finanz=Ministerial=Pallast.
515,3.0,0.08757597287993354,Culture / Theater?,C1_facs_432_tr_1700431682,Findelhaus.
516,4.0,0.08657260664437003,Religion,C1_facs_433_tr_1700431448,"Finger (Der) des heiligen Johannis
Elemosinarius."
517,6.0,0.0675611717768266,Entertainment?,C1_facs_433_tr_1700431445,Fink (Adalbert).
518,0.0,0.08678564526987727,Courtly matters,C1_facs_434_tr_1700432631,Firmian (Leop. Maxim. Graf von).
519,6.0,0.10498013613413008,Entertainment?,C1_facs_434_tr_1700432632,Fischament
520,4.0,0.13539135584234754,Religion,C1_facs_435_tr_1700431387,"Fischer dörfel (Das) oder die Fischer=
vorstadt"
521,3.0,0.07708818723649453,Culture / Theater?,C1_facs_435_tr_1700431386,Fischer von Erlach.
522,1.0,0.06959854646720963,Buildings,C1_facs_437_tr_1700430918,Fischmarkt.
523,1.0,0.11911847619247964,Buildings,C1_facs_438_tr_1700431931,"Fischerstiege, Fischerthor."
524,8.0,0.07281260647970735,Suburbia,C1_facs_438_tr_1700431933,Fischtrühel (Das)
525,6.0,0.08908934324288674,Entertainment?,C1_facs_439_tr_1700432580,"Flaschelträger und Fastnacht=
brüder."
526,3.0,0.05486449690813183,Culture / Theater?,C1_facs_439_tr_1700432579,Floventiner=Diamant (Der).
527,1.0,0.15075076055353656,Buildings,C1_facs_440_tr_1700431082,Fokanedihaus (an der Wien).
528,6.0,0.15892895630429257,Entertainment?,C1_facs_440_tr_1700431080,Folter.
529,3.0,0.22272321886210716,Culture / Theater?,C1_facs_443_tr_1700431150,Forstlehranstalt.
530,6.0,0.07962272514183395,Entertainment?,C1_facs_443_tr_1700431153,Francheville (Vicomte)
531,4.0,0.06827252065142347,Religion,C1_facs_443_tr_1700431149,Franz (Pater).
532,4.0,0.15790919761968547,Religion,C1_facs_444_tr_1700430327,Franziskanerkirche und Kloster.
533,4.0,0.0797930053771802,Religion,C1_facs_445_tr_1700432311,Franziskaner=Platz.
